Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
ASSECO POLAND SPOLKA AKCYJNA,PL,Software & Services,0,6.4,3.5,5.8,5.4
"ASSETMARK FINANCIAL HOLDINGS, INC",US,Asset Management & Custody Banks,1,1.9,6.7,2.5,5.5
ASSOCIATES CORPORATION OF NORTH AMERICA,US,Banks,0,7.0,8.7,3.9,5.0
ASSURA FINANCING PLC,GB,Real Estate Management & Services,0,6.3,4.9,3.5,7.7
ASSURA PLC,GB,Real Estate Management & Services,0,6.3,4.9,3.5,7.7
ASSURUA ENERGIA SA,BR,Utilities,0,6.8,8.3,6.5,4.5
"ASTEC INDUSTRIES, INC",US,Construction & Farm Machinery & Heavy Trucks,0,6.9,3.3,5.4,5.8
ASTER GROUP LIMITED,GB,Real Estate Management & Services,0,6.8,3.2,5.9,7.9
ASTM SpA,IT,Transportation Infrastructure,0,7.0,6.6,5.2,5.3
ASUSTEK COMPUTER INCORPORATION,TW,"Technology Hardware, Storage & Peripherals",0,6.7,4.6,6.3,3.2
ATA IMS BERHAD,MY,Commodity Chemicals,1,1.7,3.7,3.3,4.2
ATACADAO SA,BR,Retail - Food & Staples,0,6.5,5.0,4.3,5.2
ATCO LTD,CA,Utilities,0,6.1,7.1,6.2,3.8
ATEA ASA,NO,Software & Services,0,6.2,6.3,3.3,6.7
ATKORE INC,US,Electrical Equipment,0,5.9,3.1,5.1,7.4
"ATKORE INTERNATIONAL, INC",US,Electrical Equipment,0,5.9,3.1,5.1,7.4
ATLANTA GAS LIGHT CO,US,Utilities,0,6.5,6.8,6.9,5.1
ATLANTIC ASSET SECURITIZATION LLC,US,Banks,0,7.1,7.7,4.6,6.6
ATLANTIC CITY ELECTRIC COMPANY,US,Utilities,0,7.0,7.4,5.6,5.5
"ATLANTIC RESIDENTIAL A, LLC",US,Real Estate Management & Services,0,6.1,7.7,4.4,5.7
ATLANTIC RICHFIELD COMPANY,US,Integrated Oil & Gas,0,6.0,4.4,5.4,6.5
ATLANTICUS HOLDINGS CORPORATION,US,Consumer Finance,1,2.7,7.0,3.6,3.4
ATMOS ENERGY CORPORATION,US,Utilities,0,6.5,6.2,5.7,6.7
"ATN INTERNATIONAL, INC",US,Telecommunication Services,1,2.2,6.7,3.4,4.1
ATOM CORPORATION,JP,Restaurants,1,2.5,1.2,4.4,4.8
ATON PER IL PROGETTO SRL,IT,Utilities,0,5.8,6.2,3.6,6.1
ATRIUM EUROPEAN REAL ESTATE LIMITED,JE,Real Estate Management & Services,0,6.1,5.6,6.1,5.8
AU Optronics Corp,TW,"Electronic Equipment, Instruments & Components",0,6.5,5.4,4.8,4.9
AUB GROUP LIMITED,AU,Multi-Line Insurance & Brokerage,0,6.6,4.0,3.6,7.2
AUBAY SA,FR,Software & Services,1,1.9,3.9,2.5,3.7
AUCTION TECHNOLOGY GROUP PLC,GB,Retail - Consumer Discretionary,0,7.1,0.7,5.0,7.1
"AUCTIONCOM, LLC",US,Professional Services,1,2.8,8.0,4.4,4.4
AUDACY CAPITAL CORP,US,"Broadcasting, Cable & Satellite",1,2.7,8.0,3.4,3.6
AURELIUS Equity Opportunities AB,SE,Asset Management & Custody Banks,1,2.4,9.3,3.5,3.9
AURELIUS Equity Opportunities SE & Co KGaA,DE,Asset Management & Custody Banks,1,2.4,9.3,3.5,3.9
AUROBINDO PHARMA LTD,IN,Pharmaceuticals,1,2.3,2.9,4.0,2.7
AUSTEVOLL SEAFOOD ASA,NO,Food Products,0,6.2,3.3,6.8,4.5
AUSTRALIA PACIFIC AIRPORTS (MELBOURNE) PTY LIMITED,AU,Transportation Infrastructure,0,7.0,9.2,6.8,5.2
AUSTRALIA PACIFIC AIRPORTS CORPORATION LIMITED,AU,Transportation Infrastructure,0,7.0,9.2,6.8,5.2
AUSTRALIAN GAS NETWORKS LIMITED,AU,Utilities,1,2.3,4.1,4.4,4.9
AUSTRALIAN MINING & SMELTING PTY LTD,AU,Metals and Mining - Non-Precious Metals,0,6.7,4.2,4.1,5.8
AUTO TRADER GROUP PLC,GB,Interactive Media & Services,0,6.8,9.2,2.6,7.4
AUTOCAM CORPORATION,US,Industrial Machinery,1,2.3,2.1,2.4,4.8
"AUTOPISTA DEL SOL, CONCESIONARIA ESPANOLA, SA",ES,Construction & Engineering,0,6.0,5.2,6.1,4.3
AUTOROUTES DU SUD DE LA FRANCE SA,FR,Transportation Infrastructure,0,6.0,5.1,2.8,6.8
"AVAILITY, LLC",US,Health Care Providers & Services,0,6.3,10.0,4.6,5.7
AVAYA HOLDINGS CORP,US,Software & Services,0,6.4,5.0,5.5,4.7
AVAYA INC,US,"Technology Hardware, Storage & Peripherals",0,6.4,5.0,5.5,4.7
AVENUE SUPERMARTS LIMITED,IN,Retail - Food & Staples,1,2.4,1.9,2.5,5.5
AVEVA GROUP PLC,GB,Software & Services,0,7.1,5.0,5.4,5.6
"AVIC INTERNATIONAL LEASING CO, LTD",CN,Diversified Financials,1,1.6,0.0,4.4,0.9
"AVIC Industry-Finance Holdings Co, Ltd",CN,Diversified Financials,1,1.6,0.0,4.4,0.9
"AVIC Jonhon Optronic Technology Co, Ltd",CN,"Electronic Equipment, Instruments & Components",1,2.3,4.6,4.4,2.0
"AVIC SECURITIES CO, LTD",CN,Diversified Financials,1,1.6,0.0,4.4,0.9
"AVNET, INC",US,"Electronic Equipment, Instruments & Components",0,7.1,2.7,5.7,6.2
AVOCA CREDIT OPPORTUNITIES PUBLIC LIMITED COMPANY,IE,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
AXIS FINANCE LIMITED,IN,Banks,0,7.0,6.2,4.8,5.7
AXIS SECURITIES LIMITED,IN,Banks,0,7.0,6.2,4.8,5.7
AXOS BANK,US,Banks,1,2.5,3.1,3.2,5.3
"AXOS FINANCIAL, INC",US,Banks,1,2.5,3.1,3.2,5.3
"AXSOME THERAPEUTICS, INC",US,Pharmaceuticals,0,6.9,6.1,5.8,3.8
AZARBAYJAN BEYNALKHALG BANKI AChIG SAHMDAR JAMIYYATI,AZ,Banks,1,1.7,1.5,2.3,1.8
AZINCOURT INVESTMENT SL,ES,Construction & Engineering,0,6.5,4.1,4.4,6.0
AZUL INVESTMENTS LLP,US,Airlines,0,6.9,8.3,4.6,4.3
AZUL SA,BR,Airlines,0,6.9,8.3,4.6,4.3
"AZURITY PHARMACEUTICALS, INC",US,Trading Companies & Distributors,0,7.1,4.5,5.9,6.4
AZURIX CORP,US,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
Abdullah Al Othaim Markets CompanySJSC,SA,Retail - Food & Staples,1,2.7,1.5,3.8,3.4
Abu Dhabi Islamic Bank PJSC,AE,Banks,0,6.5,4.0,5.2,4.7
Accudyne Industries Borrower SCA,LU,Industrial Machinery,0,6.0,4.7,3.0,5.9
Ace Hardware Indonesia Tbk PT,ID,Retail - Consumer Discretionary,1,2.2,4.1,4.4,0.8
Acorn Holdings BV,NL,Diversified Financials,1,1.6,3.8,6.3,1.3
Active Biotech AB (publ),SE,Biotechnology,0,6.9,6.5,4.6,6.2
Adaptive Biotechnologies Corp,US,Health Care Equipment & Supplies,0,6.3,5.9,5.2,5.6
Adcock Ingram Holdings Ltd,ZA,Pharmaceuticals,0,6.9,3.3,5.0,5.1
Addtech AB,SE,Trading Companies & Distributors,0,6.0,3.2,6.9,5.4
Adolf Wuerth GmbH & Co KG,DE,Retail - Consumer Discretionary,1,2.0,0.0,4.2,3.6
Advance Residence Investment Corporation,JP,Real Estate Management & Services,0,5.8,7.0,4.7,4.8
Adyen NV,NL,Software & Services,0,6.4,7.3,3.7,6.9
"Aena SME, SA",ES,Transportation Infrastructure,0,5.9,9.1,6.9,3.0
Aeon Hokkaido Corporation,JP,Retail - Food & Staples,0,6.2,3.9,6.5,1.5
Aeon Thana Sinsap (Thailand) Public Company Limited,TH,Consumer Finance,0,7.1,9.3,4.3,4.1
AerCap Holdings NV,IE,Trading Companies & Distributors,0,7.1,6.1,5.0,6.0
AerCap Ireland Capital Designated Activity Company,IE,Trading Companies & Distributors,0,7.1,6.1,5.0,6.0
"Aeropuertos Dominicanos Siglo XXI, SA",DO,Construction & Engineering,0,6.0,5.1,2.8,6.8
Aeva Technologies Inc,US,"Electronic Equipment, Instruments & Components",1,1.9,2.1,3.0,4.6
Aeye Inc,US,"Electronic Equipment, Instruments & Components",1,2.3,3.0,2.4,5.1
Affirm Holdings Inc,US,Software & Services,1,2.1,6.7,2.1,4.5
"AfreecaTV Co, Ltd",KR,Interactive Media & Services,1,1.6,6.3,3.8,3.1
Africa Oil Corp,CA,Oil & Gas Exploration & Production,0,6.5,3.2,5.0,7.2
African Export-Import Bank,EG,Supranationals & Development Banks,1,2.2,1.2,5.6,4.4
Ageasfinlux SA,LU,Multi-Line Insurance & Brokerage,0,7.0,6.0,5.2,6.9
Agility Public Warehousing Company KSCP,KW,Air Freight & Logistics,1,2.4,10.0,4.0,1.6
"Aier Eye Hospital Group Co, Ltd",CN,Health Care Providers & Services,1,2.8,7.1,3.6,4.1
AirBoss of America Corp,CA,Commodity Chemicals,0,6.2,4.3,0.0,6.2
Airport International Group,JO,Transportation Infrastructure,0,7.0,9.7,9.5,2.6
Airports of Thailand Public Company Limited,TH,Transportation Infrastructure,0,5.9,8.6,6.9,2.7
Aktiebolag Fagerhult,SE,Electrical Equipment,0,6.3,6.6,4.7,5.0
Aktiebolaget Industrivarden,SE,Diversified Financials,0,6.2,6.1,3.2,5.7
Al Hammadi Company for Development and Investment SJSC,SA,Health Care Providers & Services,1,2.3,6.7,3.5,3.4
Al Moammar Information Systems Co CJSC,SA,Software & Services,1,2.1,4.2,1.6,4.9
Al-Rajhi Company for Cooperative Insurance SJSC,SA,Multi-Line Insurance & Brokerage,1,1.6,2.2,4.0,3.9
Alabama Power Company,US,Utilities,0,6.5,6.8,6.9,5.1
Alberta PowerLine Limited Partnership,CA,Utilities,0,6.8,7.1,6.9,4.4
Albireo Pharma Inc,US,Biotechnology,1,2.8,2.3,3.6,5.8
Alcon AG,CH,Health Care Equipment & Supplies,0,6.6,7.4,6.3,5.4
Alector Inc,US,Biotechnology,0,6.6,7.3,4.7,6.0
Alfen NV,NL,Electrical Equipment,0,7.0,5.9,5.4,5.8
Alfresa Holdings Corporation,JP,Health Care Providers & Services,0,6.3,9.0,7.0,3.7
Allakos Inc,US,Biotechnology,0,5.9,7.3,4.6,5.3
Allegroeu SA,LU,Retail - Consumer Discretionary,0,7.1,3.4,6.3,6.2
Allied Properties Real Estate Investment Trust,CA,Real Estate Management & Services,1,2.6,5.6,1.3,5.9
Allogene Therapeutics Inc,US,Biotechnology,0,6.2,6.6,5.0,3.3
Allovir Inc,US,Biotechnology,1,1.7,5.1,4.1,3.3
Allreal Holding AG,CH,Real Estate Development & Diversified Activities,0,6.4,5.7,7.5,4.0
"Almirall, SA",ES,Pharmaceuticals,0,6.4,4.5,5.1,4.6
Alpha Systems Inc,JP,Software & Services,0,6.7,4.4,6.5,3.0
Alpha and Omega Semiconductor Ltd,US,Semiconductors & Semiconductor Equipment,1,2.4,3.9,3.1,5.5
AltaGas Ltd,CA,Utilities,0,6.8,5.4,5.9,7.0
"AltaLink, LP",CA,Utilities,0,6.0,7.3,4.0,4.4
Altium Ltd,AU,Software & Services,0,6.4,4.5,4.2,6.7
Aluminum Corporation of China Limited,CN,Metals and Mining - Non-Precious Metals,1,2.3,2.0,2.9,2.7
Amadeus FiRe AG,DE,Professional Services,0,5.9,9.0,5.2,5.7
Ambipar Participacoes e Empreendimentos SA,BR,Commercial Services & Supplies,1,2.2,6.4,0.6,5.1
America Movil BV,NL,Telecommunication Services,1,1.7,10.0,5.3,0.7
"America Movil, SAB de CV",MX,Telecommunication Services,1,1.7,10.0,5.3,0.7
American Well Corp,US,Health Care Equipment & Supplies,1,2.4,6.7,3.7,4.6
Ammeraal Beltech Holding BV,NL,Asset Management & Custody Banks,0,6.5,9.0,5.4,5.0
Anavex Life Sciences Corp,US,Biotechnology,0,5.9,7.1,4.3,5.7
Andlauer Healthcare Group Inc,CA,Health Care Providers & Services,0,7.0,6.7,8.0,4.6
"Anhui Honglu Steel Construction (Group) CO, LTD",CN,Building Products,1,1.6,5.1,2.6,3.4
Anhui Yingjia Distillery Co Ltd,CN,Beverages,1,2.3,4.1,3.3,3.0
"Anji Leasing Co, Ltd",CN,Automobiles,1,2.3,5.5,3.3,1.8
"Ant Group Co, Ltd",CN,Software & Services,0,6.0,6.9,5.2,3.9
Anterix Inc,US,Telecommunication Services,1,2.4,6.2,3.7,4.2
"Aozora Bank,Ltd",JP,Banks,0,6.2,1.3,4.8,4.3
"Apple Hospitality REIT, Inc",US,Real Estate Management & Services,1,2.1,4.4,1.6,5.6
Applied Therapeutics Inc,US,Biotechnology,0,6.2,7.3,4.4,5.8
"Arca Continental, SAB de CV",MX,Beverages,0,6.7,6.1,5.4,4.6
Arcos Dorados Holdings Inc,UY,Restaurants,1,2.1,6.8,3.8,2.3
Arcus Biosciences Inc,US,Biotechnology,1,2.8,7.3,4.8,3.2
Ardagh Group SA,LU,Containers & Packaging,1,1.7,6.1,3.1,3.8
Argonaut Gold Inc,US,Metals and Mining - Precious Metals,1,2.4,1.4,3.3,6.1
Aritzia Inc,CA,Retail - Consumer Discretionary,0,6.3,4.3,4.8,5.6
Arvinas Inc,US,Pharmaceuticals,0,6.9,6.1,5.8,3.8
Ascenty Data Centers e Telecomunicacoes SA,BR,Real Estate Management & Services,0,6.4,6.2,5.2,4.5
Ascom Holding AG,CH,Health Care Equipment & Supplies,0,5.8,9.0,3.8,6.9
"Aseer for Trading, Tourism, Industry, Agriculture, Real estate and Contracting Company SJSC",SA,Food Products,1,1.6,1.7,4.8,2.9
Asmedia Technology Inc,TW,Semiconductors & Semiconductor Equipment,1,1.8,4.4,3.2,4.6
Aster Treasury PLC,GB,Real Estate Management & Services,0,6.8,3.2,5.9,7.9
Astral Foods Ltd,ZA,Food Products,0,6.8,3.6,4.3,6.9
Atara Biotherapeutics Inc,US,Biotechnology,0,6.9,7.4,4.9,5.6
"Audacy, Inc",US,Media & Entertainment,1,2.7,8.0,3.4,3.6
Audinate Group Ltd,AU,"Electronic Equipment, Instruments & Components",0,6.1,2.5,3.4,7.2
"Autobio Diagnostics Co, Ltd",CN,Health Care Equipment & Supplies,1,2.1,6.0,4.6,3.5
Autohome Inc,CN,Interactive Media & Services,1,1.9,6.4,1.9,3.7
Autoneum Holding AG,CH,Auto Components,0,6.7,2.1,4.7,6.9
AvanStrate Inc,JP,Metals and Mining - Non-Precious Metals,1,2.7,2.0,3.7,2.7
Avianca Holdings SA,PA,Airlines,0,6.4,5.9,6.5,2.8
Avk Altersvorsorgekonto Emissionsgesellschaft mbH,DE,Investment Banking & Brokerage,0,7.13,10.0,6.2,3.1
Axis Bank Limited,IN,Banks,0,7.0,6.2,4.8,5.7
Axis Bank Limited (Gandhinagar Branch),IN,Banks,0,7.0,6.2,4.8,5.7
Axis Real Estate Investment Trust,MY,Real Estate Management & Services,1,1.6,4.0,3.9,4.9
"AyT Cedulas Cajas Global, Fondo de Titulizacion de Activos",ES,Banks,1,2.1,3.5,5.8,1.8
Aysgarth Finance Designated Activity Company,IE,Banks,0,7.1,6.5,4.1,6.0
Ayudhya Capital Auto Lease Public Company Limited,TH,Banks,0,7.0,6.0,4.4,5.0
Azul Linhas Aereas Brasileiras SA,BR,Airlines,0,6.9,8.3,4.6,4.3
"B RILEY FINANCIAL, INC",US,Investment Banking & Brokerage,1,2.3,4.5,1.8,5.4
B&S Group SA,LU,Retail - Consumer Discretionary,0,6.6,2.1,4.9,6.0
B2GOLD CORP,CA,Metals and Mining - Precious Metals,0,7.0,3.6,5.6,5.7
B2W Digital Lux Sa rl,LU,Retail - Consumer Discretionary,0,7.1,3.1,7.6,3.1
"B3 SA - BRASIL, BOLSA, BALCAO",BR,Diversified Financials,0,6.8,9.0,4.6,5.0
BABCOCK INTERNATIONAL GROUP PLC,GB,Aerospace & Defense,0,7.0,2.0,3.9,6.8
BACARDI LIMITED,BM,Beverages,0,6.5,5.1,7.9,2.7
"BAIC Finance Investment Co, Ltd",CN,Automobiles,1,1.7,6.1,1.5,1.8
"BAIC Group Industrial Investment Co, Ltd",CN,Automobiles,1,1.7,6.1,1.5,1.8
"BAIC Inalfa HK Investment Co, Limited",CN,Automobiles,1,1.7,6.1,1.5,1.8
BALCHEM CORPORATION,US,Specialty Chemicals,0,6.3,5.4,3.5,6.2
BANCA IFIS SPA,IT,Diversified Financials,0,6.6,9.0,3.6,6.7
BANCA MEDIOLANUM SPA,IT,Diversified Financials,0,6.9,7.0,3.6,6.2
BANCO ABN AMRO SA,BR,Banks,0,7.0,9.2,3.5,4.7
BANCO BBVA PERU SOCIEDAD ANONIMA,PE,Banks,0,5.9,1.7,5.4,5.0
BANCO BV SA,BR,Diversified Financials,1,2.4,6.3,4.3,2.2
BANCO CITIBANK SA,BR,Banks,0,7.0,8.7,3.9,5.0
BANCO CREDIBOM SA,PT,Banks,0,7.1,7.7,4.6,6.6
BANCO CREDIT AGRICOLE BRASIL SA,BR,Banks,0,7.1,7.7,4.6,6.6
BANCO CSF SA,BR,Retail - Food & Staples,0,6.2,6.6,4.7,4.5
"BANCO DE CREDITO E INVERSIONES, SA",US,Banks,0,6.8,2.8,5.2,4.9
BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) SA,BR,Investment Banking & Brokerage,0,7.1,10.0,6.2,3.9
BANCO DI SARDEGNA SPA,IT,Banks,0,6.8,4.0,4.3,5.8
BANCO DO BRASIL SA,GB,Banks,0,7.0,6.1,5.6,3.2
BANCO HONDA SA,BR,Automobiles,0,7.1,8.5,1.8,5.4
BANCO ITAU BBA SA,BR,Banks,0,6.8,5.2,6.0,2.7
BANCO ITAULEASING SA,BR,Banks,0,6.8,5.2,6.0,2.7
BANCO JP MORGAN COLOMBIA SA,CO,Banks,0,7.1,9.4,4.5,4.4
BANCO JP MORGAN SA,BR,Banks,0,7.1,9.4,4.5,4.4
BANCO MERCEDES-BENZ DO BRASIL SA,BR,Automobiles,0,6.9,6.8,3.7,4.0
BANCO MIZUHO DO BRASIL SA,BR,Banks,0,6.7,6.1,5.5,4.5
BANCO RABOBANK INTERNATIONAL BRASIL SA,BR,Banks,0,5.8,4.4,3.9,7.3
BANCO TOYOTA DO BRASIL SA,BR,Automobiles,0,6.3,7.0,4.3,3.0
BANCO VOLKSWAGEN SA,BR,Consumer Finance,1,2.3,5.6,3.8,0.7
BANCOLOMBIA PUERTO RICO INTERNACIONAL INC,PR,Banks,0,7.1,5.4,5.6,4.6
BANCOLOMBIA SA,CO,Banks,0,7.1,5.4,5.6,4.6
BANDAI NAMCO Holdings Inc,JP,Leisure Products,1,2.6,1.1,4.1,5.4
BANDHAN BANK LIMITED,IN,Banks,0,6.2,0.1,3.6,5.2
BANDWIDTH INC,US,Telecommunication Services,0,7.1,6.2,6.6,4.2
BANGKOK COMMERCIAL ASSET MANAGEMENT PUBLIC COMPANY LIMITED,TH,Asset Management & Custody Banks,1,1.5,8.3,2.2,4.8
BANISTMO SA,PA,Banks,0,7.1,5.4,5.6,4.6
BANK ISLAM MALAYSIA BERHAD,MY,Banks,0,6.7,6.5,3.8,3.5
BANK MILLENNIUM SPOLKA AKCYJNA,PL,Banks,0,5.8,5.9,4.0,3.8
BANK OF AFRICA,MA,Banks,0,6.2,3.9,5.3,4.3
"BANK OF CHANGSHA CO, LTD",CN,Banks,1,2.7,2.5,2.7,4.5
"BANK OF CHENGDU CO, LTD",CN,Banks,1,2.1,1.2,3.2,3.1
BANK OF CYPRUS PUBLIC COMPANY LIMITED,CY,Banks,0,6.7,3.1,4.6,5.2
BANK OF HAWAII CORPORATION,US,Banks,0,7.0,3.1,4.2,6.8
BANK OF INDIA LIMITED,IN,Banks,1,2.2,0.0,4.4,1.8
"BANK OF NANJING CO, LTD",CN,Banks,1,2.1,1.8,2.6,4.8
BANK OF NEW ZEALAND,NZ,Banks,0,6.5,7.8,3.9,7.0
BANK ONE CAPITAL III,US,Banks,0,7.1,9.4,4.5,4.4
BANK POLSKA KASA OPIEKI - SPOLKA AKCYJNA,PL,Banks,0,7.0,4.0,5.0,5.3
BANK SINOPAC COMPANY LIMITED,TW,Banks,0,6.5,6.6,4.6,4.9
BANKINTER SOCIEDAD DE FINANCIACION SA,ES,Banks,0,6.7,4.7,4.9,6.5
"BANKINTER, SA",ES,Banks,0,6.7,4.7,4.9,6.5
BAOZUN INC,CN,Retail - Consumer Discretionary,0,6.8,1.3,7.8,3.4
BARCLAYS BANK DELAWARE,US,Banks,0,7.1,6.5,4.1,6.0
BARCLAYS BANK IRELAND PUBLIC LIMITED COMPANY,IE,Banks,0,7.1,6.5,4.1,6.0
BARCLAYS BANK PLC,GB,Banks,0,7.1,6.5,4.1,6.0
BARCLAYS CAPITAL (CAYMAN) LIMITED,KY,Banks,0,7.1,6.5,4.1,6.0
BARCLAYS CAPITAL INC,US,Banks,0,7.1,6.5,4.1,6.0
BARCLAYS INVESTMENTS & LOANS (INDIA) PRIVATE LIMITED,IN,Banks,0,7.1,6.5,4.1,6.0
BARCO NV,BE,"Electronic Equipment, Instruments & Components",0,7.1,4.3,5.8,4.6
BARCODE 121 HOLDING AS,NO,Real Estate Management & Services,0,6.6,5.6,5.9,6.3
"BARRETT BUSINESS SERVICES, INC",US,Professional Services,1,2.3,6.7,3.4,6.5
BASF CATALYSTS LLC,US,Diversified Chemicals,0,6.0,5.6,2.0,5.4
BASF SE,DE,Diversified Chemicals,0,6.0,5.6,2.0,5.4
"BASIC ENERGY SERVICES, INC",US,Energy Equipment & Services,1,2.6,4.1,5.3,3.0
BASSLINK PTY LTD,AU,Utilities,0,7.1,6.7,8.1,4.0
BAXALTA INCORPORATED,US,Biotechnology,0,5.9,6.4,3.6,6.4
BAXTER INTERNATIONAL INC,US,Health Care Equipment & Supplies,0,6.6,10.0,6.2,4.8
BAYAN TELECOMMUNICATIONS INC,PH,Telecommunication Services,0,6.3,10.0,7.4,2.6
"BAYERISCHE LANDESBANK, LONDON BRANCH",GB,Banks,0,6.5,6.7,4.9,5.4
BAZALGETTE FINANCE PLC,GB,Construction & Engineering,0,7.1,3.3,6.0,5.7
BAZALGETTE HOLDINGS LIMITED,GB,Construction & Engineering,0,7.1,3.3,6.0,5.7
BB-LEASING SA ARRENDAMENTO MERCANTIL,BR,Banks,0,7.0,6.1,5.6,3.2
BBVA SOCIEDAD TITULIZADORA SA,PE,Banks,0,5.9,1.7,5.4,5.0
BBVA USA,US,Banks,0,5.9,7.6,4.0,6.3
BBVA USA BANCSHARES INC,US,Banks,0,5.9,7.6,4.0,6.3
"BC CARD CO, LTD",KR,Telecommunication Services,0,7.1,9.7,6.3,5.6
"BCP FINANCE BANK, LTD",KY,Banks,0,6.5,6.1,3.9,6.1
BCP FINANCE COMPANY,KY,Banks,0,6.5,6.1,3.9,6.1
BCPG Public Company Limited,TH,Utilities,0,6.5,9.3,4.4,4.9
BEACH ENERGY LIMITED,AU,Oil & Gas Exploration & Production,0,7.0,2.6,7.5,7.5
"BEACON POINTE ADVISORS, LLC",US,Real Estate Development & Diversified Activities,0,6.4,5.1,5.2,6.6
"BEAR STEARNS GLOBAL ASSET HOLDINGS, LTD",KY,Banks,0,7.1,9.4,4.5,4.4
"BEATS ELECTRONICS, LLC",US,"Technology Hardware, Storage & Peripherals",0,6.1,3.8,5.6,3.6
"BEAZER HOMES USA, INC",US,Real Estate Development & Diversified Activities,0,6.8,5.6,5.5,5.5
BEFIMMO SA,BE,Real Estate Management & Services,0,7.1,7.1,3.7,6.7
BELFIUS BANQUE SA,BE,Banks,0,7.1,5.7,4.0,5.5
"BELLRING BRANDS, INC",US,Household & Personal Products,1,1.5,0.6,3.7,4.8
BELO CORP,US,"Broadcasting, Cable & Satellite",0,6.9,8.3,5.8,5.4
BELSTAR MICROFINANCE LIMITED,IN,Consumer Finance,1,1.7,8.3,3.7,3.3
BEN AKETIL WIND ENERGY LIMITED,GB,Utilities,0,7.1,8.7,3.9,5.7
"BENCHMARK ELECTRONICS, INC",US,"Electronic Equipment, Instruments & Components",0,6.5,2.6,5.1,5.4
BENCHMARK HOLDINGS PLC,GB,Food Products,0,6.8,2.7,5.9,6.6
BENDIGO AND ADELAIDE BANK LIMITED,AU,Banks,0,6.2,3.3,3.6,7.9
"BENEFITFOCUS, INC",US,Software & Services,0,6.9,4.7,4.9,5.6
BERJAYA SPORTS TOTO BERHAD,MY,Casinos & Gaming,0,6.0,6.7,5.9,4.3
BETA FINANCE CORPORATION,KY,Banks,0,7.0,8.7,3.9,5.0
"BGC PARTNERS, INC",US,Investment Banking & Brokerage,1,2.1,3.4,2.4,4.3
"BGRIM BIP POWER 2 CO, LTD",TH,Utilities,0,6.0,5.3,5.9,6.6
BGrimm BIP Power 1 Company Limited,TH,Utilities,0,6.0,5.3,5.9,6.6
BGrimm Power Public Company Limited,TH,Utilities,0,6.0,5.3,5.9,6.6
BHARAT ELECTRONICS LIMITED,IN,Aerospace & Defense,1,1.5,3.9,3.9,3.0
BHARAT HEAVY ELECTRICALS LIMITED,IN,Electrical Equipment,1,2.2,6.2,4.0,3.5
BHG Group AB,SE,Retail - Consumer Discretionary,0,5.9,1.7,4.3,7.6
BHP BILLITON FINANCE (USA) LIMITED,AU,Metals and Mining - Non-Precious Metals,0,5.8,2.6,5.1,7.6
BHP BILLITON FINANCE LIMITED,AU,Metals and Mining - Non-Precious Metals,0,5.8,2.6,5.1,7.6
BHP GROUP LIMITED,AU,Metals and Mining - Non-Precious Metals,0,5.8,2.6,5.1,7.6
BHUMI PRAKASH PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
BHW Bausparkasse Aktiengesellschaft,DE,Investment Banking & Brokerage,0,7.1,8.6,4.7,3.7
BIDWAL RENEWABLE PRIVATE LIMITED,IN,Utilities,0,7.0,9.5,3.3,5.2
"BIG LOTS, INC",US,Retail - Consumer Discretionary,0,6.1,4.0,4.4,5.8
BIM BIRLESIK MAGAZALAR ANONIM SIRKETI,TR,Retail - Food & Staples,1,2.2,1.7,4.0,2.9
"BINGGRAE CO,LTD",KR,Food Products,1,1.6,0.8,6.0,3.0
BINNOFARM GRUPP OOO,RU,Telecommunication Services,1,2.85,8.6,5.2,1.0
"BIO-RAD LABORATORIES, INC",US,Health Care Equipment & Supplies,1,1.6,6.4,4.6,3.3
"BIOLIFE SOLUTIONS, INC",US,Health Care Equipment & Supplies,1,2.4,6.4,3.9,5.4
BIZNES-NEDVIZHIMOST AO,RU,Telecommunication Services,1,2.85,8.6,5.2,1.0
"BLACK KNIGHT INFOSERV, LLC",US,Software & Services,0,7.1,4.3,6.0,5.0
"BLACK KNIGHT, INC",US,Software & Services,0,7.1,4.3,6.0,5.0
"BLACKLINE, INC",US,Software & Services,0,7.1,3.6,5.9,5.5
BLACKSTONE HOLDINGS FINANCE CO LLC,US,Asset Management & Custody Banks,1,1.7,8.3,5.1,3.1
"BLACKSTONE MORTGAGE TRUST, INC",US,Asset Management & Custody Banks,1,2.8,6.7,4.3,5.2
BLADALEN BIDCO AS,NO,Real Estate Management & Services,0,6.6,5.6,5.9,6.3
"BLOCK, INC",US,Software & Services,0,6.4,7.0,5.6,3.1
BLOOMBERRY RESORTS CORPORATION,PH,Casinos & Gaming,1,2.6,4.4,4.4,2.7
BLUE PRISM GROUP PLC,GB,Software & Services,0,6.4,4.2,4.9,5.8
"BLUE RIDGE MOUNTAIN RESOURCES, INC",US,Oil & Gas Exploration & Production,0,6.5,2.7,6.5,6.5
"BML, INC",JP,Health Care Providers & Services,0,6.7,6.2,6.6,4.3
